"Sdate","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag Text","AvgSpeed","PmlHGV"
2018-03-19 00:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 01:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4553,0,"",,
2018-03-19 01:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 02:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4781,0,"",,
2018-03-19 02:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 03:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4461,0,"",,
2018-03-19 03:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 04:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",4704,0,"",,
2018-03-19 04:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 05:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",5077,0,"",,
2018-03-19 05:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 06:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",5842,0,"",,
2018-03-19 06:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 07:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",6926,0,"",,
2018-03-19 07:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 08:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",7279,0,"",,
2018-03-19 08:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 09:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",6687,0,"",,
2018-03-19 09:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 10:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",7359,0,"",,
2018-03-19 10:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 11:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",6847,0,"",,
2018-03-19 11:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 12:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",7815,0,"",,
2018-03-19 12:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 13:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",6670,0,"",,
2018-03-19 13:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 14:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",6935,0,"",,
2018-03-19 14:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 15:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",6701,0,"",,
2018-03-19 15:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 16:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",8373,0,"",,
2018-03-19 16:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 17:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",6449,0,"",,
2018-03-19 17:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 18:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",6333,0,"",,
2018-03-19 18:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 19:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",5546,0,"",,
2018-03-19 19:00:00,="MAC000001078",2,"Channel 2",1,"SouthEast",0,0,"",,
2018-03-19 20:00:00,="MAC000001078",1,"Channel 1",2,"NorthWest",5160,0,"",,
