"Sdate","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag Text","AvgSpeed","PmlHGV"
2018-01-04 12:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-04 13:00:00,="MAC030004001",1,"Channel 1",2,"South",1439,0,"",,
2018-01-04 13:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-04 14:00:00,="MAC030004001",1,"Channel 1",2,"South",1538,0,"",,
2018-01-04 14:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-04 15:00:00,="MAC030004001",1,"Channel 1",2,"South",1489,0,"",,
2018-01-04 15:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-04 16:00:00,="MAC030004001",1,"Channel 1",2,"South",1501,0,"",,
2018-01-04 16:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-04 17:00:00,="MAC030004001",1,"Channel 1",2,"South",1339,0,"",,
2018-01-04 17:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-04 18:00:00,="MAC030004001",1,"Channel 1",2,"South",1186,0,"",,
2018-01-04 18:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-04 19:00:00,="MAC030004001",1,"Channel 1",2,"South",1043,0,"",,
2018-01-04 19:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-04 20:00:00,="MAC030004001",1,"Channel 1",2,"South",872,0,"",,
2018-01-04 20:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-04 21:00:00,="MAC030004001",1,"Channel 1",2,"South",619,0,"",,
2018-01-04 21:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-04 22:00:00,="MAC030004001",1,"Channel 1",2,"South",565,0,"",,
2018-01-04 22:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-04 23:00:00,="MAC030004001",1,"Channel 1",2,"South",364,0,"",,
2018-01-04 23:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 00:00:00,="MAC030004001",1,"Channel 1",2,"South",354,0,"",,
2018-01-05 00:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 01:00:00,="MAC030004001",1,"Channel 1",2,"South",241,0,"",,
2018-01-05 01:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 02:00:00,="MAC030004001",1,"Channel 1",2,"South",218,0,"",,
2018-01-05 02:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 03:00:00,="MAC030004001",1,"Channel 1",2,"South",166,0,"",,
2018-01-05 03:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 04:00:00,="MAC030004001",1,"Channel 1",2,"South",224,0,"",,
2018-01-05 04:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 05:00:00,="MAC030004001",1,"Channel 1",2,"South",410,0,"",,
2018-01-05 05:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 06:00:00,="MAC030004001",1,"Channel 1",2,"South",1123,0,"",,
2018-01-05 06:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
2018-01-05 07:00:00,="MAC030004001",1,"Channel 1",2,"South",1519,0,"",,
2018-01-05 07:00:00,="MAC030004001",2,"Channel 2",2,"South",0,0,"",,
